NP Entry ID,Study ID,DOI,Title,Year,Core NP Material,Surface Modification,Modification Type,Modification Charge,NP Type,NP Sub-Type,Lipid Core Molar Ratio,NP Shape,Size Method,HD Solvent,Size (nm),Size Group,Zeta Potential Solvent,Zeta Potential (mV),Zeta Potential Group,Zeta Potential Charge,PDI,PDI Group,Incubation Protein Source,Incubation Media Additives,Incubation Media,Incubation Protein Concentration (%-v/v),Plasma Concentation Group,NP Solution Concentration,NP Solution Concentration Units,Dispersion medium Volume (µL),Final NP Incubation Mass (mg),Mass Group,Incubation time (min),Incubation time Group,Shaking or AgitationDuring Incubation,Incubation Temp (°C),NP-PC Isolation Method,Extraction Centrifugation Speed (xg),Isolation Temperature (°C),Extraction Centrifugation Time (min),Number of Washing Steps,Exposure type,Species,Protein Composition Units,No Proteins Identified,Protein Entry No,Study ID,APOE,APOB,CO3,CLUS
A592,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Hexadecylamine,Amines,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,94.45,50~100,PBS,-10.795,-50~-10,Negative,0.106333333,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A592,A69,5.2726,0.6053,1.1289,3.3051
A593,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,3-Mercaptopropionic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,60.99,50~100,PBS,-10.705,-50~-10,Negative,0.238444444,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A593,A69,7.9677,0.0373,2.2416,0.2198
A594,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,"5,5′-Dithiobis(2-nitrobenzoic acid) ",Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,105.18,100~150,PBS,-10.66,-50~-10,Negative,0.056777778,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A594,A69,2.1493,0.0377,1.4042,0.1852
A595,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,61.31,50~100,PBS,-10.59833333,-50~-10,Negative,0.201333333,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A595,A69,11.5758,0.0149,0.9486,0.2938
A596,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,41.93,<50,PBS,-10.42333333,-50~-10,Negative,0.140388889,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A596,A69,16.8434,0.0833,1.8602,0.8934
A597,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,"5,5′-Dithiobis(2-nitrobenzoic acid) ",Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,60.27,50~100,PBS,-10.41666667,-50~-10,Negative,0.247555556,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A597,A69,4.8847,0.0142,1.0296,0.2794
A598,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,94.89,50~100,PBS,-10.26333333,-50~-10,Negative,0.103777778,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A598,A69,7.3696,0.0323,0.8768,0.4235
A599,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Mercaptoethanesulfonate ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,61.86,50~100,PBS,-10.21333333,-50~-10,Negative,0.286,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A599,A69,2.7102,0.1755,1.3923,0.2875
A600,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,N-(2-Mercaptopropionyl)glycine,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,57.28,50~100,PBS,-10.09,-50~-10,Negative,0.27,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A600,A69,10.1971,0.4205,0.9336,0.3801
A601,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,11-Amino-1-undecanethiol,Amines,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,77.26,50~100,PBS,-10.03333333,-50~-10,Negative,0.167,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A601,A69,3.1132,0.1533,0.4488,1.0505
A602,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Thiolated poly(allylamine),Polymeric,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,68.42,50~100,PBS,-9.8175,-10~+10,Neutral,0.278,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A602,A69,2.7605,0.0262,1.5743,1.0289
A603,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Hexadecyltrimethylammonium bromide,Surfactant,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,107.61,100~150,PBS,-9.765,-10~+10,Neutral,0.094833333,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A603,A69,2.6939,0.1163,2.34,1.0002
A604,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Peptide sequence 'CFGAILS',Peptide,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,68.38,50~100,PBS,-9.72,-10~+10,Neutral,0.0975,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A604,A69,4.793,0.1566,3.5842,0.8149
A605,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,47.03,<50,PBS,-9.7,-10~+10,Neutral,0.336444444,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A605,A69,1.9297,2.7075,2.5448,2.079
A606,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,114.53,100~150,PBS,-9.696666667,-10~+10,Neutral,0.138111111,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A606,A69,1.3692,0.3554,1.6433,0.5665
A607,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Bis(p-sulfonatophenyl)phenylphosphine,Other,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,105.01,100~150,PBS,-9.683333333,-10~+10,Neutral,0.073333333,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A607,A69,5.2882,0.069,2.0712,0.1696
A608,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,100.73,100~150,PBS,-9.628333333,-10~+10,Neutral,0.1,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,3,A608,A69,9.7731,0,1.5662,0.2762
A609,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,88.32,50~100,PBS,-9.618166667,-10~+10,Neutral,0.050333333,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A609,A69,2.314,0.0769,2.6169,1.0077
A610,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,53.24,50~100,PBS,-9.611666667,-10~+10,Neutral,0.260666667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A610,A69,3.5256,1.7891,2.0702,2.8362
A611,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,3-Mercaptopropionic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,100.75,100~150,PBS,-9.600833333,-10~+10,Neutral,0.087111111,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A611,A69,9.2743,0.0728,0.6529,0.2236
A612,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,11-Mercaptoundecanoic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,66.32,50~100,PBS,-9.411666667,-10~+10,Neutral,0.161222222,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A612,A69,1.0932,0.218,0.8354,0.2777
A613,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Octadecylamine,Amines,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,95.18,50~100,PBS,-9.311666667,-10~+10,Neutral,0.099916667,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A613,A69,4.0542,0.3398,1.0294,3.2674
A614,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Hexadecyltrimethylammonium bromide,Surfactant,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,59.7,50~100,PBS,-9.25875,-10~+10,Neutral,0.371,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A614,A69,2.0837,0.4386,2.4019,0.9796
A615,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,N-Acetyl-L-cysteine,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,57.53,50~100,PBS,-9.111666667,-10~+10,Neutral,0.270222222,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A615,A69,13.135,0.8561,2.1816,1.3398
A616,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,39.99,<50,PBS,-8.9875,-10~+10,Neutral,0.146333333,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A616,A69,2.6553,0.9547,2.8914,0.4577
A617,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,109.94,100~150,PBS,-8.966666667,-10~+10,Neutral,0.080888889,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A617,A69,1.9535,0.0117,2.9713,0.3849
A618,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Lipoic Acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,48.09,<50,PBS,-8.9525,-10~+10,Neutral,0.201166667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A618,A69,14.8636,0.0389,2.0614,0.5354
A619,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,6-Mercaptohexanoic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,58.99,50~100,PBS,-8.918333333,-10~+10,Neutral,0.244333333,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A619,A69,7.9894,0.0427,0.7733,0.2801
A620,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,16-Mercaptohexadecanoic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,67.37,50~100,PBS,-8.81,-10~+10,Neutral,0.120777778,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A620,A69,1.5696,0.0693,0.8328,0.2806
A621,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,6-Amino-1-hexanethiol,Amines,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,90.06,50~100,PBS,-8.788333333,-10~+10,Neutral,0.215222222,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A621,A69,0.288,0.2263,0.6356,0.556
A622,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,4-Mercaptobenzoic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,67.7,50~100,PBS,-8.738333333,-10~+10,Neutral,0.272888889,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A622,A69,10.8001,0.1036,0.6433,0.2546
A623,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,57.25,50~100,PBS,-8.731666667,-10~+10,Neutral,0.265888889,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A623,A69,12.9118,0.3807,1.8837,0.6451
A624,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,65.58,50~100,PBS,-8.713333333,-10~+10,Neutral,0.046444444,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A624,A69,2.3503,0.2473,4.3223,0.6482
A625,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,4-Mercaptobenzoic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,102.9,100~150,PBS,-8.661666667,-10~+10,Neutral,0.082833333,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A625,A69,4.2305,0.0791,0.6688,0.1945
A626,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,16-Mercaptohexadecanoic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,43.62,<50,PBS,-8.646666667,-10~+10,Neutral,0.154555556,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A626,A69,6.1779,0.021,0.6944,0.2748
A627,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,41.94,<50,PBS,-8.595,-10~+10,Neutral,0.131888889,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A627,A69,19.5566,0.0714,1.5763,0.5013
A628,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,54.03,50~100,PBS,-8.501666667,-10~+10,Neutral,0.217148148,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A628,A69,1.6288,0.0727,3.3394,0.7147
A629,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Tween-20,Polymeric,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,51.52,50~100,PBS,-8.451666667,-10~+10,Neutral,0.209083333,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A629,A69,3.3381,0.4415,1.8962,5.1316
A630,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,"(11-Mercaptoundecyl)-N,N,N-trimethylammonium",Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,106.63,100~150,PBS,-8.354444444,-10~+10,Neutral,0.196666667,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A630,A69,0.3324,0.1516,0.8527,0.6877
A631,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,11-Mercaptoundecanoic acid,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,45.52,<50,PBS,-8.349722222,-10~+10,Neutral,0.165518519,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A631,A69,8.8801,0.0225,0.787,0.2213
A632,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,37.75,<50,PBS,-8.291666667,-10~+10,Neutral,0.206666667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A632,A69,13.1872,0.2367,2.1174,0.4934
A633,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,N-(2-Mercaptopropionyl)glycine,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,50.05,50~100,PBS,-8.138333333,-10~+10,Neutral,0.282444444,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A633,A69,8.0954,0.329,0.8322,0.1925
A634,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Polyvinyl Alcohol,Polymeric,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,106.12,100~150,PBS,-8.073333333,-10~+10,Neutral,0.070166667,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A634,A69,2.4777,0.0174,1.1512,2.6994
A635,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,"(11-Mercaptoundecyl)-N,N,N-trimethylammonium",Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,127.34,100~150,PBS,-8.065833333,-10~+10,Neutral,0.173240741,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A635,A69,0.7084,0.2485,1.2616,1.1722
A636,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Bis(p-sulfonatophenyl)phenylphosphine,Other,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,48.66,<50,PBS,-8.028333333,-10~+10,Neutral,0.115222222,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A636,A69,6.3023,0.0074,1.5047,0.7243
A637,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,43.77,<50,PBS,-7.945833333,-10~+10,Neutral,0.3395,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A637,A69,5.459,1.9798,1.827,7.7835
A638,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,11-Amino-1-undecanethiol,Amines,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,55.98,50~100,PBS,-7.945,-10~+10,Neutral,0.272555556,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A638,A69,1.776,0.2406,0.6876,0.8023
A639,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,"(11-Mercaptoundecyl)-N,N,N-trimethylammonium",Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,122.28,100~150,PBS,-7.943333333,-10~+10,Neutral,0.203333333,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A639,A69,0.3132,0.3461,0.955,0.8639
A640,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,58.53,50~100,PBS,-7.907666667,-10~+10,Neutral,0.267333333,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A640,A69,2.6079,0.0388,3.1362,1.0353
A641,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,41.64,<50,PBS,-7.806666667,-10~+10,Neutral,0.129333333,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A641,A69,17.0126,0.2176,1.9179,0.9661
A642,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Hexadecylamine,Amines,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,54.89,50~100,PBS,-7.726666667,-10~+10,Neutral,0.234777778,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A642,A69,3.4087,1.2292,1.2271,7.8758
